date,transaction_id,merchant_segment,business_unit,acquisition_channel,sessions,converted,revenue,customer_acquisition_cost,feature_launch_period
2024-10-08,TXN_001060,Small Business,Asia Pacific,Organic Search,1,0,0,14.14,0
2024-10-08,TXN_001061,Small Business,North America,Email,1,0,0,17.01,0
2024-10-08,TXN_001062,Enterprise,North America,Referral,1,0,0,24.44,0
2024-10-08,TXN_001063,Startup,Asia Pacific,Referral,1,0,0,18.04,0
2024-10-08,TXN_001064,Small Business,Europe,Social Media,1,0,0,16.95,0
2024-10-08,TXN_001065,Startup,Latin America,Social Media,1,0,0,42.46,0
2024-10-08,TXN_001066,Standard,North America,Organic Search,1,0,0,12.58,0
2024-10-08,TXN_001067,Small Business,Europe,Paid Search,1,0,0,28.23,0
2024-10-08,TXN_001068,Premium,Europe,Referral,1,0,0,10.94,0
2024-10-08,TXN_001069,Premium,Europe,Direct,1,0,0,5.37,0
2024-10-08,TXN_001070,Small Business,North America,Direct,1,0,0,3.37,0
2024-10-08,TXN_001071,Startup,North America,Paid Search,1,0,0,40.64,0
2024-10-08,TXN_001072,Enterprise,Asia Pacific,Direct,1,1,636.07,2.66,0
2024-10-08,TXN_001073,Small Business,Europe,Referral,1,0,0,12.66,0
2024-10-08,TXN_001074,Small Business,Europe,Paid Search,1,0,0,28.15,0
2024-10-08,TXN_001075,Startup,Europe,Social Media,1,0,0,42.42,0
2024-10-08,TXN_001076,Enterprise,Latin America,Direct,1,0,0,6.7,0
2024-10-08,TXN_001077,Small Business,North America,Organic Search,1,0,0,27.15,0
2024-10-08,TXN_001078,Startup,Europe,Paid Search,1,0,0,70.64,0
2024-10-08,TXN_001079,Standard,Latin America,Social Media,1,0,0,20.68,0
2024-10-08,TXN_001080,Startup,Europe,Email,1,0,0,5.98,0
2024-10-08,TXN_001081,Premium,Europe,Direct,1,0,0,4.39,0
2024-10-08,TXN_001082,Startup,Latin America,Social Media,1,0,0,26.36,0
2024-10-08,TXN_001083,Enterprise,Asia Pacific,Paid Search,1,0,0,75.71,0
2024-10-08,TXN_001084,Enterprise,North America,Direct,1,0,0,7.02,0
2024-10-08,TXN_001085,Standard,North America,Email,1,0,0,18.57,0
2024-10-08,TXN_001086,Small Business,North America,Paid Search,1,0,0,61.36,0
2024-10-08,TXN_001087,Premium,Latin America,Referral,1,0,0,13.13,0
2024-10-08,TXN_001088,Standard,Latin America,Direct,1,0,0,1.22,0
2024-10-08,TXN_001089,Enterprise,Asia Pacific,Organic Search,1,0,0,17.31,0
2024-10-08,TXN_001090,Standard,Latin America,Organic Search,1,0,0,27.58,0
2024-10-08,TXN_001091,Small Business,Europe,Direct,1,0,0,2.56,0
2024-10-08,TXN_001092,Startup,North America,Email,1,0,0,17.03,0
2024-10-08,TXN_001093,Standard,Europe,Direct,1,0,0,3.52,0
2024-10-08,TXN_001094,Small Business,Latin America,Direct,1,0,0,4.06,0
2024-10-08,TXN_001095,Standard,North America,Organic Search,1,0,0,23.44,0
2024-10-08,TXN_001096,Premium,Asia Pacific,Paid Search,1,0,0,55.58,0
2024-10-08,TXN_001097,Premium,North America,Social Media,1,0,0,35.32,0
2024-10-08,TXN_001098,Startup,North America,Email,1,0,0,12.05,0
2024-10-08,TXN_001099,Startup,Asia Pacific,Direct,1,1,39.75,9.46,0
2024-10-08,TXN_001100,Standard,North America,Organic Search,1,0,0,14.57,0
2024-10-08,TXN_001101,Enterprise,Latin America,Direct,1,0,0,4.75,0
2024-10-08,TXN_001102,Premium,Latin America,Paid Search,1,0,0,61.88,0
2024-10-08,TXN_001103,Standard,Europe,Referral,1,0,0,21.83,0
2024-10-08,TXN_001104,Premium,Asia Pacific,Social Media,1,0,0,19.79,0
2024-10-08,TXN_001105,Small Business,Asia Pacific,Organic Search,1,0,0,20.56,0
2024-10-08,TXN_001106,Standard,Europe,Organic Search,1,0,0,19.03,0
2024-10-08,TXN_001107,Standard,Europe,Email,1,0,0,10.16,0
2024-10-08,TXN_001108,Startup,Europe,Referral,1,0,0,21.38,0
2024-10-08,TXN_001109,Small Business,Asia Pacific,Paid Search,1,0,0,36.33,0
2024-10-08,TXN_001110,Enterprise,Latin America,Social Media,1,0,0,36.32,0
2024-10-08,TXN_001111,Enterprise,Latin America,Email,1,0,0,9.07,0
2024-10-08,TXN_001112,Premium,Europe,Direct,1,0,0,6.54,0
2024-10-08,TXN_001113,Small Business,Latin America,Email,1,0,0,18.47,0
2024-10-08,TXN_001114,Enterprise,North America,Direct,1,0,0,0.19,0
2024-10-08,TXN_001115,Startup,Latin America,Email,1,0,0,15.38,0
2024-10-08,TXN_001116,Startup,Asia Pacific,Social Media,1,0,0,19.68,0
2024-10-08,TXN_001117,Startup,Europe,Organic Search,1,0,0,11.06,0
2024-10-08,TXN_001118,Standard,Europe,Social Media,1,0,0,36.81,0
2024-10-08,TXN_001119,Premium,Europe,Organic Search,1,0,0,20.21,0
2024-10-08,TXN_001120,Standard,Europe,Direct,1,0,0,5.18,0
2024-10-08,TXN_001121,Enterprise,Europe,Direct,1,0,0,3.32,0
2024-10-08,TXN_001122,Small Business,Asia Pacific,Paid Search,1,0,0,28.58,0
2024-10-08,TXN_001123,Startup,Asia Pacific,Social Media,1,0,0,36.76,0
2024-10-08,TXN_001124,Small Business,Latin America,Social Media,1,0,0,44.19,0
2024-10-08,TXN_001125,Standard,North America,Paid Search,1,0,0,46.24,0
2024-10-08,TXN_001126,Enterprise,Latin America,Email,1,0,0,6.52,0
2024-10-08,TXN_001127,Startup,Latin America,Social Media,1,0,0,37.86,0
2024-10-08,TXN_001128,Standard,Europe,Social Media,1,0,0,44.63,0
2024-10-08,TXN_001129,Enterprise,Asia Pacific,Direct,1,0,0,0.38,0
2024-10-08,TXN_001130,Startup,North America,Paid Search,1,0,0,40.58,0
2024-10-08,TXN_001131,Standard,Europe,Paid Search,1,0,0,39.66,0
2024-10-08,TXN_001132,Standard,Europe,Direct,1,0,0,2.11,0
2024-10-08,TXN_001133,Small Business,North America,Paid Search,1,0,0,69.78,0
2024-10-08,TXN_001134,Small Business,Latin America,Direct,1,0,0,4.07,0
2024-10-08,TXN_001135,Standard,Europe,Referral,1,0,0,23.89,0
2024-10-08,TXN_001136,Standard,Asia Pacific,Email,1,0,0,18.24,0
2024-10-08,TXN_001137,Enterprise,North America,Referral,1,0,0,8.07,0
2024-10-08,TXN_001138,Enterprise,Asia Pacific,Referral,1,0,0,23.1,0
2024-10-08,TXN_001139,Premium,Latin America,Organic Search,1,0,0,20.88,0
2024-10-08,TXN_001140,Startup,North America,Referral,1,0,0,18.09,0
2024-10-08,TXN_001141,Standard,Latin America,Social Media,1,0,0,23.6,0
2024-10-08,TXN_001142,Small Business,Latin America,Paid Search,1,0,0,27.69,0
2024-10-08,TXN_001143,Small Business,Europe,Organic Search,1,0,0,20.1,0
2024-10-08,TXN_001144,Enterprise,Latin America,Paid Search,1,1,1172.12,62.76,0
2024-10-08,TXN_001145,Standard,Latin America,Paid Search,1,0,0,67.34,0
2024-10-08,TXN_001146,Premium,Latin America,Paid Search,1,0,0,59.87,0
2024-10-08,TXN_001147,Small Business,Asia Pacific,Organic Search,1,0,0,15.08,0
2024-10-08,TXN_001148,Premium,North America,Email,1,1,577.52,13.58,0
2024-10-08,TXN_001149,Small Business,North America,Email,1,0,0,8.98,0
2024-10-08,TXN_001150,Premium,Latin America,Direct,1,0,0,3.16,0
2024-10-08,TXN_001151,Premium,Europe,Paid Search,1,0,0,47.05,0
2024-10-08,TXN_001152,Enterprise,North America,Email,1,0,0,16.6,0
2024-10-08,TXN_001153,Enterprise,Latin America,Organic Search,1,0,0,11.67,0
2024-10-08,TXN_001154,Startup,North America,Referral,1,0,0,17.09,0
2024-10-08,TXN_001155,Enterprise,Latin America,Paid Search,1,0,0,27.03,0
2024-10-08,TXN_001156,Startup,Asia Pacific,Referral,1,0,0,15.58,0
2024-10-08,TXN_001157,Small Business,Europe,Email,1,0,0,16.22,0
2024-10-08,TXN_001158,Enterprise,Latin America,Direct,1,0,0,1.43,0
2024-10-08,TXN_001159,Startup,Europe,Paid Search,1,0,0,30.36,0
2024-10-08,TXN_001160,Startup,Europe,Direct,1,0,0,8.64,0
2024-10-08,TXN_001161,Startup,Europe,Paid Search,1,0,0,53.69,0
2024-10-08,TXN_001162,Standard,Latin America,Paid Search,1,0,0,27.56,0
2024-10-08,TXN_001163,Enterprise,Asia Pacific,Email,1,0,0,15.71,0
2024-10-08,TXN_001164,Small Business,North America,Paid Search,1,0,0,71.23,0
2024-10-08,TXN_001165,Enterprise,Europe,Organic Search,1,1,982.31,27.19,0
2024-10-08,TXN_001166,Startup,Asia Pacific,Organic Search,1,0,0,18.03,0
2024-10-08,TXN_001167,Enterprise,North America,Social Media,1,0,0,29.66,0
2024-10-08,TXN_001168,Standard,North America,Direct,1,0,0,8.37,0
2024-10-08,TXN_001169,Enterprise,North America,Social Media,1,0,0,23.41,0
2024-10-08,TXN_001170,Standard,North America,Direct,1,0,0,0.23,0
2024-10-08,TXN_001171,Small Business,Europe,Referral,1,0,0,16.18,0
2024-10-08,TXN_001172,Small Business,North America,Organic Search,1,0,0,25.99,0
2024-10-08,TXN_001173,Small Business,Europe,Email,1,0,0,17.93,0
2024-10-08,TXN_001174,Small Business,North America,Email,1,0,0,10.25,0
2024-10-08,TXN_001175,Premium,Latin America,Email,1,0,0,15.04,0
2024-10-08,TXN_001176,Premium,North America,Direct,1,0,0,3.22,0
2024-10-08,TXN_001177,Premium,Latin America,Direct,1,0,0,6.15,0
2024-10-08,TXN_001178,Premium,North America,Paid Search,1,0,0,41.65,0
2024-10-08,TXN_001179,Premium,Latin America,Paid Search,1,0,0,32.28,0
2024-10-08,TXN_001180,Standard,Latin America,Social Media,1,0,0,25.03,0
2024-10-08,TXN_001181,Premium,Europe,Organic Search,1,0,0,22.86,0
2024-10-08,TXN_001182,Startup,Europe,Organic Search,1,0,0,23.56,0
2024-10-08,TXN_001183,Enterprise,Europe,Referral,1,0,0,24.02,0
2024-10-08,TXN_001184,Startup,Asia Pacific,Paid Search,1,0,0,48.69,0
2024-10-08,TXN_001185,Standard,North America,Social Media,1,0,0,24.25,0
2024-10-08,TXN_001186,Startup,Asia Pacific,Referral,1,0,0,18.45,0
2024-10-08,TXN_001187,Startup,Latin America,Social Media,1,0,0,33.79,0
2024-10-08,TXN_001188,Small Business,Asia Pacific,Direct,1,0,0,5.15,0
2024-10-08,TXN_001189,Startup,Latin America,Referral,1,0,0,14.65,0
2024-10-08,TXN_001190,Enterprise,Latin America,Referral,1,0,0,10.76,0
2024-10-08,TXN_001191,Small Business,North America,Email,1,0,0,16.22,0
2024-10-08,TXN_001192,Premium,Europe,Referral,1,0,0,16.83,0
2024-10-08,TXN_001193,Small Business,Latin America,Direct,1,0,0,2.92,0
2024-10-08,TXN_001194,Premium,Europe,Referral,1,0,0,24.07,0
2024-10-08,TXN_001195,Enterprise,Europe,Organic Search,1,0,0,29.56,0
2024-10-08,TXN_001196,Startup,Asia Pacific,Organic Search,1,0,0,10.3,0
2024-10-08,TXN_001197,Premium,Latin America,Referral,1,0,0,9.79,0
2024-10-08,TXN_001198,Enterprise,Asia Pacific,Email,1,1,1449.2,13.63,0
2024-10-08,TXN_001199,Standard,Asia Pacific,Paid Search,1,1,296.69,34.16,0
2024-10-08,TXN_001200,Premium,Europe,Social Media,1,0,0,43.12,0
2024-10-08,TXN_001201,Startup,Latin America,Organic Search,1,0,0,23.88,0
2024-10-09,TXN_001202,Small Business,Europe,Organic Search,1,0,0,13.37,0
2024-10-09,TXN_001203,Premium,Latin America,Organic Search,1,0,0,23.98,0
2024-10-09,TXN_001204,Standard,North America,Email,1,0,0,14.96,0
2024-10-09,TXN_001205,Enterprise,Latin America,Organic Search,1,0,0,18.15,0
2024-10-09,TXN_001206,Premium,Latin America,Referral,1,1,463.22,19.22,0
2024-10-09,TXN_001207,Enterprise,Asia Pacific,Direct,1,0,0,6.47,0
2024-10-09,TXN_001208,Small Business,Europe,Direct,1,0,0,6.78,0
2024-10-09,TXN_001209,Standard,Latin America,Direct,1,0,0,2.87,0
2024-10-09,TXN_001210,Small Business,Asia Pacific,Referral,1,0,0,17.21,0
2024-10-09,TXN_001211,Startup,North America,Organic Search,1,0,0,11.07,0
2024-10-09,TXN_001212,Small Business,Europe,Paid Search,1,1,100.5,62.64,0
2024-10-09,TXN_001213,Standard,Europe,Paid Search,1,1,60.85,33.32,0
2024-10-09,TXN_001214,Enterprise,Asia Pacific,Paid Search,1,0,0,67.78,0
2024-10-09,TXN_001215,Standard,Asia Pacific,Paid Search,1,1,238.79,42.68,0
2024-10-09,TXN_001216,Premium,Latin America,Referral,1,0,0,22.27,0
2024-10-09,TXN_001217,Enterprise,Europe,Referral,1,0,0,24.13,0
2024-10-09,TXN_001218,Enterprise,North America,Email,1,0,0,15.17,0
2024-10-09,TXN_001219,Startup,Asia Pacific,Social Media,1,0,0,27.16,0
2024-10-09,TXN_001220,Enterprise,North America,Social Media,1,0,0,25.3,0
2024-10-09,TXN_001221,Startup,Latin America,Paid Search,1,1,40.18,28.81,0
2024-10-09,TXN_001222,Standard,Latin America,Paid Search,1,0,0,25.53,0
2024-10-09,TXN_001223,Standard,Latin America,Direct,1,0,0,6.33,0
2024-10-09,TXN_001224,Small Business,Latin America,Email,1,0,0,18.05,0
2024-10-09,TXN_001225,Small Business,Latin America,Organic Search,1,0,0,17.93,0
2024-10-09,TXN_001226,Enterprise,North America,Direct,1,1,582.45,0.52,0
2024-10-09,TXN_001227,Startup,North America,Paid Search,1,0,0,46.67,0
2024-10-09,TXN_001228,Standard,Latin America,Organic Search,1,0,0,20.53,0
2024-10-09,TXN_001229,Small Business,Latin America,Organic Search,1,0,0,18.12,0
2024-10-09,TXN_001230,Standard,Europe,Paid Search,1,0,0,64.55,0
2024-10-09,TXN_001231,Small Business,Latin America,Paid Search,1,0,0,71.51,0
2024-10-09,TXN_001232,Small Business,Asia Pacific,Social Media,1,0,0,15.23,0
2024-10-09,TXN_001233,Small Business,Latin America,Referral,1,0,0,11.17,0
2024-10-09,TXN_001234,Small Business,North America,Social Media,1,0,0,25.07,0
2024-10-09,TXN_001235,Startup,North America,Social Media,1,0,0,44.28,0
2024-10-09,TXN_001236,Enterprise,Latin America,Referral,1,0,0,12.41,0
2024-10-09,TXN_001237,Standard,North America,Referral,1,0,0,16.71,0
2024-10-09,TXN_001238,Enterprise,North America,Referral,1,0,0,21.72,0
2024-10-09,TXN_001239,Small Business,Asia Pacific,Social Media,1,0,0,20.23,0
2024-10-09,TXN_001240,Premium,Latin America,Organic Search,1,1,346.3,18.39,0
2024-10-09,TXN_001241,Enterprise,Latin America,Paid Search,1,0,0,53.01,0
2024-10-09,TXN_001242,Standard,Europe,Organic Search,1,0,0,22.12,0
2024-10-09,TXN_001243,Startup,Europe,Referral,1,0,0,17.05,0
2024-10-09,TXN_001244,Small Business,Europe,Direct,1,0,0,0.25,0
2024-10-09,TXN_001245,Standard,North America,Social Media,1,0,0,43.17,0
2024-10-09,TXN_001246,Standard,Latin America,Direct,1,0,0,8.6,0
2024-10-09,TXN_001247,Standard,Asia Pacific,Direct,1,0,0,5.16,0
2024-10-09,TXN_001248,Premium,North America,Social Media,1,0,0,39.16,0
2024-10-09,TXN_001249,Startup,Europe,Email,1,0,0,17.79,0
2024-10-09,TXN_001250,Enterprise,Latin America,Organic Search,1,0,0,28.68,0
2024-10-09,TXN_001251,Small Business,North America,Referral,1,0,0,17.12,0
2024-10-09,TXN_001252,Startup,Asia Pacific,Social Media,1,0,0,15.43,0
2024-10-09,TXN_001253,Startup,Europe,Referral,1,0,0,20.52,0
2024-10-09,TXN_001254,Small Business,Europe,Paid Search,1,0,0,69.78,0
2024-10-09,TXN_001255,Premium,Asia Pacific,Referral,1,0,0,10.09,0
2024-10-09,TXN_001256,Standard,Europe,Paid Search,1,0,0,66.48,0
2024-10-09,TXN_001257,Startup,Latin America,Referral,1,0,0,15.83,0
2024-10-09,TXN_001258,Enterprise,North America,Direct,1,1,731.81,3.55,0
2024-10-09,TXN_001259,Small Business,Europe,Referral,1,0,0,17.12,0
2024-10-09,TXN_001260,Enterprise,Europe,Email,1,0,0,18.83,0
2024-10-09,TXN_001261,Standard,Europe,Referral,1,0,0,13.71,0
2024-10-09,TXN_001262,Enterprise,North America,Direct,1,1,1238.88,6.54,0
2024-10-09,TXN_001263,Small Business,Latin America,Referral,1,0,0,17.6,0
2024-10-09,TXN_001264,Startup,Europe,Email,1,0,0,6.67,0
2024-10-09,TXN_001265,Enterprise,North America,Organic Search,1,0,0,28.23,0
2024-10-09,TXN_001266,Standard,North America,Organic Search,1,1,281.76,28.33,0
2024-10-09,TXN_001267,Startup,Latin America,Referral,1,0,0,12.65,0
2024-10-09,TXN_001268,Small Business,Europe,Paid Search,1,0,0,66.02,0
2024-10-09,TXN_001269,Small Business,Latin America,Social Media,1,0,0,18.48,0
2024-10-09,TXN_001270,Small Business,North America,Organic Search,1,0,0,21.72,0
2024-10-09,TXN_001271,Startup,Europe,Social Media,1,0,0,28.4,0
2024-10-09,TXN_001272,Premium,Europe,Email,1,0,0,10.7,0
2024-10-09,TXN_001273,Premium,North America,Social Media,1,0,0,37.84,0
2024-10-09,TXN_001274,Startup,Asia Pacific,Social Media,1,0,0,31.92,0
2024-10-09,TXN_001275,Standard,Europe,Direct,1,0,0,2.03,0
2024-10-09,TXN_001276,Standard,Europe,Referral,1,0,0,18.31,0
2024-10-09,TXN_001277,Standard,Asia Pacific,Social Media,1,0,0,21.38,0
2024-10-09,TXN_001278,Small Business,North America,Social Media,1,0,0,26.36,0
2024-10-09,TXN_001279,Enterprise,North America,Referral,1,0,0,17.07,0
2024-10-09,TXN_001280,Enterprise,Asia Pacific,Referral,1,1,667.54,18.9,0
2024-10-09,TXN_001281,Premium,Europe,Social Media,1,1,602.94,18.19,0
2024-10-09,TXN_001282,Standard,North America,Referral,1,0,0,24.38,0
2024-10-09,TXN_001283,Premium,North America,Email,1,1,590.37,14.82,0
2024-10-09,TXN_001284,Small Business,Asia Pacific,Social Media,1,0,0,41.86,0
2024-10-09,TXN_001285,Premium,Asia Pacific,Email,1,0,0,12.85,0
2024-10-09,TXN_001286,Standard,Latin America,Social Media,1,0,0,41.72,0
2024-10-09,TXN_001287,Startup,Latin America,Paid Search,1,0,0,46.92,0
2024-10-09,TXN_001288,Premium,North America,Organic Search,1,0,0,20.04,0
2024-10-09,TXN_001289,Enterprise,Latin America,Social Media,1,0,0,23.3,0
2024-10-09,TXN_001290,Startup,Europe,Email,1,0,0,19.04,0
2024-10-09,TXN_001291,Small Business,Latin America,Social Media,1,0,0,35.14,0
2024-10-09,TXN_001292,Small Business,North America,Referral,1,0,0,13.83,0
2024-10-09,TXN_001293,Enterprise,Asia Pacific,Referral,1,0,0,11.4,0
2024-10-09,TXN_001294,Standard,Europe,Paid Search,1,0,0,73.84,0
2024-10-09,TXN_001295,Enterprise,Latin America,Referral,1,0,0,20.13,0
2024-10-09,TXN_001296,Premium,Asia Pacific,Paid Search,1,0,0,73.94,0
2024-10-09,TXN_001297,Standard,Latin America,Email,1,0,0,14.24,0
2024-10-09,TXN_001298,Startup,Latin America,Paid Search,1,0,0,29.91,0
2024-10-09,TXN_001299,Small Business,Europe,Direct,1,1,40.34,4.19,0
2024-10-09,TXN_001300,Standard,Asia Pacific,Paid Search,1,0,0,68.22,0
2024-10-09,TXN_001301,Enterprise,Europe,Referral,1,0,0,22.25,0
2024-10-09,TXN_001302,Startup,Europe,Referral,1,0,0,18.89,0
2024-10-09,TXN_001303,Startup,Europe,Email,1,0,0,19.8,0
2024-10-09,TXN_001304,Enterprise,North America,Referral,1,0,0,23.48,0
2024-10-09,TXN_001305,Small Business,Latin America,Organic Search,1,0,0,27.66,0
2024-10-09,TXN_001306,Premium,North America,Direct,1,1,551.38,3.39,0
2024-10-09,TXN_001307,Standard,Asia Pacific,Referral,1,0,0,14.69,0
2024-10-09,TXN_001308,Enterprise,Latin America,Social Media,1,0,0,21.66,0
2024-10-09,TXN_001309,Standard,Latin America,Email,1,0,0,18.64,0
2024-10-09,TXN_001310,Enterprise,Europe,Referral,1,0,0,13.64,0
2024-10-09,TXN_001311,Premium,North America,Email,1,0,0,7.46,0
2024-10-09,TXN_001312,Small Business,Europe,Social Media,1,0,0,24.74,0
2024-10-09,TXN_001313,Enterprise,Latin America,Email,1,1,1187.05,11.82,0
2024-10-09,TXN_001314,Startup,Europe,Social Media,1,0,0,15.64,0
2024-10-09,TXN_001315,Startup,Europe,Email,1,1,70.83,17.56,0
2024-10-09,TXN_001316,Standard,Europe,Paid Search,1,0,0,68.84,0
2024-10-09,TXN_001317,Enterprise,Asia Pacific,Paid Search,1,0,0,34.27,0
2024-10-09,TXN_001318,Premium,Asia Pacific,Social Media,1,0,0,43.42,0
2024-10-09,TXN_001319,Startup,Asia Pacific,Email,1,0,0,14.64,0
2024-10-09,TXN_001320,Small Business,Asia Pacific,Email,1,0,0,18.99,0
2024-10-09,TXN_001321,Premium,Europe,Paid Search,1,0,0,27.06,0
2024-10-09,TXN_001322,Standard,Asia Pacific,Social Media,1,0,0,38.32,0
2024-10-09,TXN_001323,Small Business,Europe,Social Media,1,0,0,27.2,0
2024-10-09,TXN_001324,Startup,Asia Pacific,Referral,1,0,0,8.8,0
2024-10-09,TXN_001325,Startup,Europe,Email,1,0,0,8.33,0
2024-10-09,TXN_001326,Startup,Latin America,Paid Search,1,0,0,78.85,0
2024-10-09,TXN_001327,Standard,Europe,Referral,1,0,0,21.13,0
2024-10-09,TXN_001328,Standard,Asia Pacific,Social Media,1,0,0,18.71,0
2024-10-09,TXN_001329,Small Business,Asia Pacific,Direct,1,0,0,0.2,0
2024-10-09,TXN_001330,Small Business,North America,Organic Search,1,0,0,23.83,0
2024-10-09,TXN_001331,Enterprise,Europe,Paid Search,1,0,0,51.73,0
2024-10-09,TXN_001332,Premium,North America,Organic Search,1,0,0,20.85,0
2024-10-09,TXN_001333,Premium,Europe,Referral,1,0,0,10.88,0
2024-10-09,TXN_001334,Premium,Latin America,Email,1,0,0,17.36,0
2024-10-09,TXN_001335,Small Business,North America,Referral,1,0,0,9.38,0
2024-10-09,TXN_001336,Enterprise,Asia Pacific,Referral,1,0,0,8.47,0
2024-10-09,TXN_001337,Standard,Asia Pacific,Social Media,1,0,0,39.81,0
2024-10-09,TXN_001338,Standard,Europe,Paid Search,1,0,0,27.73,0
2024-10-09,TXN_001339,Enterprise,Europe,Organic Search,1,0,0,29.55,0
2024-10-09,TXN_001340,Startup,Europe,Email,1,0,0,5.9,0
2024-10-09,TXN_001341,Enterprise,Asia Pacific,Paid Search,1,0,0,39.48,0
2024-10-09,TXN_001342,Small Business,Latin America,Email,1,0,0,6.62,0
2024-10-09,TXN_001343,Premium,Asia Pacific,Email,1,1,269.95,10.75,0
2024-10-09,TXN_001344,Standard,Europe,Referral,1,0,0,16.93,0
2024-10-09,TXN_001345,Startup,Asia Pacific,Paid Search,1,0,0,56.92,0
2024-10-09,TXN_001346,Startup,Latin America,Social Media,1,0,0,17.38,0
2024-10-09,TXN_001347,Standard,Europe,Social Media,1,0,0,25.62,0
2024-10-09,TXN_001348,Premium,Europe,Social Media,1,0,0,23.09,0
2024-10-09,TXN_001349,Small Business,North America,Referral,1,0,0,19.76,0
2024-10-09,TXN_001350,Startup,Latin America,Social Media,1,0,0,21.93,0
2024-10-09,TXN_001351,Startup,Latin America,Organic Search,1,0,0,20.66,0
2024-10-09,TXN_001352,Standard,Asia Pacific,Referral,1,0,0,19.62,0
2024-10-09,TXN_001353,Small Business,Latin America,Referral,1,0,0,22.94,0
2024-10-09,TXN_001354,Enterprise,Europe,Social Media,1,0,0,34.27,0
2024-10-09,TXN_001355,Startup,Europe,Social Media,1,0,0,44.29,0
2024-10-09,TXN_001356,Small Business,Latin America,Paid Search,1,0,0,30.57,0
2024-10-09,TXN_001357,Startup,North America,Referral,1,0,0,22.36,0
2024-10-09,TXN_001358,Premium,Latin America,Social Media,1,0,0,18.19,0
2024-10-09,TXN_001359,Enterprise,Asia Pacific,Organic Search,1,0,0,10.98,0
2024-10-09,TXN_001360,Enterprise,Latin America,Social Media,1,0,0,21,0
2024-10-09,TXN_001361,Startup,Latin America,Organic Search,1,0,0,18.03,0
2024-10-09,TXN_001362,Startup,Latin America,Social Media,1,0,0,41.33,0
2024-10-09,TXN_001363,Small Business,Asia Pacific,Email,1,0,0,10.62,0
2024-10-09,TXN_001364,Premium,Asia Pacific,Direct,1,0,0,1.99,0
2024-10-09,TXN_001365,Startup,Latin America,Organic Search,1,1,93.29,11.35,0
2024-10-09,TXN_001366,Small Business,North America,Paid Search,1,0,0,35.98,0
2024-10-09,TXN_001367,Small Business,Asia Pacific,Email,1,0,0,6.59,0
2024-10-09,TXN_001368,Startup,Europe,Email,1,0,0,17.69,0
2024-10-09,TXN_001369,Enterprise,Europe,Paid Search,1,0,0,55.88,0
2024-10-09,TXN_001370,Small Business,Asia Pacific,Paid Search,1,0,0,56.07,0
2024-10-09,TXN_001371,Premium,Europe,Organic Search,1,0,0,29.14,0
2024-10-09,TXN_001372,Standard,North America,Email,1,0,0,15.75,0
2024-10-09,TXN_001373,Small Business,Asia Pacific,Organic Search,1,0,0,10.49,0
2024-10-09,TXN_001374,Small Business,North America,Referral,1,0,0,21.51,0
2024-10-09,TXN_001375,Startup,Latin America,Referral,1,0,0,20.44,0
2024-10-09,TXN_001376,Small Business,North America,Referral,1,0,0,21.07,0
2024-10-09,TXN_001377,Startup,North America,Email,1,0,0,17.79,0
2024-10-10,TXN_001378,Enterprise,North America,Paid Search,1,1,1469.32,73.43,0
2024-10-10,TXN_001379,Standard,Latin America,Paid Search,1,0,0,71.1,0
2024-10-10,TXN_001380,Standard,Europe,Paid Search,1,0,0,64.78,0
2024-10-10,TXN_001381,Startup,Asia Pacific,Direct,1,0,0,9.84,0
2024-10-10,TXN_001382,Premium,Europe,Social Media,1,0,0,26,0
2024-10-10,TXN_001383,Standard,North America,Referral,1,0,0,10.94,0
2024-10-10,TXN_001384,Enterprise,Asia Pacific,Direct,1,0,0,6.47,0
2024-10-10,TXN_001385,Premium,Latin America,Referral,1,1,747.31,22.22,0
2024-10-10,TXN_001386,Premium,Latin America,Social Media,1,0,0,31.98,0
2024-10-10,TXN_001387,Premium,Latin America,Paid Search,1,0,0,53.19,0
2024-10-10,TXN_001388,Enterprise,Asia Pacific,Direct,1,0,0,6.97,0
2024-10-10,TXN_001389,Startup,North America,Organic Search,1,0,0,17.85,0
2024-10-10,TXN_001390,Enterprise,Europe,Email,1,0,0,17.54,0
2024-10-10,TXN_001391,Premium,Latin America,Organic Search,1,0,0,17.87,0
2024-10-10,TXN_001392,Small Business,Asia Pacific,Email,1,0,0,17.77,0
2024-10-10,TXN_001393,Enterprise,Latin America,Email,1,0,0,14.56,0
2024-10-10,TXN_001394,Small Business,Asia Pacific,Paid Search,1,0,0,49.85,0
2024-10-10,TXN_001395,Enterprise,Latin America,Referral,1,0,0,9.33,0
2024-10-10,TXN_001396,Enterprise,North America,Social Media,1,0,0,43.57,0
2024-10-10,TXN_001397,Startup,Latin America,Email,1,0,0,5.5,0
2024-10-10,TXN_001398,Premium,North America,Referral,1,0,0,21.66,0
2024-10-10,TXN_001399,Premium,Asia Pacific,Email,1,0,0,10.62,0
2024-10-10,TXN_001400,Premium,Latin America,Referral,1,0,0,17.05,0
2024-10-10,TXN_001401,Enterprise,North America,Referral,1,0,0,11.81,0
2024-10-10,TXN_001402,Premium,Asia Pacific,Social Media,1,0,0,33.18,0
2024-10-10,TXN_001403,Standard,Latin America,Email,1,0,0,10.18,0
2024-10-10,TXN_001404,Enterprise,North America,Direct,1,1,1064.99,10,0
